Stock,yr,ct,bt
Call_sap_Virginian,1995,44488.00923,85800000
Call_sap_Virginian,1996,39606.59811,138000000
Call_sap_Virginian,1997,45562.31612,101000000
Call_sap_Virginian,1998,36835.13067,110000000
Call_sap_Virginian,1999,37785.73032,57800000
Call_sap_Virginian,2000,30008.93282,119000000
Call_sap_Virginian,2001,29377.00538,60600000
Call_sap_Virginian,2002,30471.60378,56900000
Call_sap_Virginian,2003,27253.66212,108000000
Call_sap_Virginian,2004,33487.70112,97000000
Call_sap_Virginian,2005,34498.80404,117000000
Call_sap_Virginian,2006,30278.87374,87700000
Call_sap_Virginian,2007,31630.23322,97900000
Call_sap_Virginian,2008,33334.32798,90500000
Call_sap_Virginian,2009,37339.00243,177000000
Call_sap_Virginian,2010,58669.62143,NA
Call_sap_Virginian,2011,51598.65344,NA
Call_sap_Virginian,2012,44148.82597,NA
Call_sap_Virginian,2013,27525.16998,NA
Call_sap_Virginian,2014,27037.92452,NA
Call_sap_Virginian,2015,34031.73344,NA
Call_sap_Virginian,2016,38313.69826,NA
Call_sap_Virginian,2017,28153.95437,NA
Call_sap_Virginian,2018,26378.28612,NA
Canary rockfish - Pacific Coast,1950,1230,5666
Canary rockfish - Pacific Coast,1951,1222,5546
Canary rockfish - Pacific Coast,1952,1149,5433
Canary rockfish - Pacific Coast,1953,953,5332
Canary rockfish - Pacific Coast,1954,1165,5256
Canary rockfish - Pacific Coast,1955,1163,5160
Canary rockfish - Pacific Coast,1956,1537,5067
Canary rockfish - Pacific Coast,1957,1566,4935
Canary rockfish - Pacific Coast,1958,1293,4802
Canary rockfish - Pacific Coast,1959,1341,4703
Canary rockfish - Pacific Coast,1960,1456,4600
Canary rockfish - Pacific Coast,1961,1361,4488
Canary rockfish - Pacific Coast,1962,1641,4390
Canary rockfish - Pacific Coast,1963,1108,4268
Canary rockfish - Pacific Coast,1964,1345,4214
Canary rockfish - Pacific Coast,1965,1482,4147
Canary rockfish - Pacific Coast,1966,3343,4083
Canary rockfish - Pacific Coast,1967,1508,3841
Canary rockfish - Pacific Coast,1968,2420,3830
Canary rockfish - Pacific Coast,1969,1228,3754
Canary rockfish - Pacific Coast,1970,1553,3846
Canary rockfish - Pacific Coast,1971,2014,3927
Canary rockfish - Pacific Coast,1972,1921,3962
Canary rockfish - Pacific Coast,1973,2774,3998
Canary rockfish - Pacific Coast,1974,2303,3930
Canary rockfish - Pacific Coast,1975,2030,3927
Canary rockfish - Pacific Coast,1976,1742,3979
Canary rockfish - Pacific Coast,1977,1833,4073
Canary rockfish - Pacific Coast,1978,4315,4135
Canary rockfish - Pacific Coast,1979,2885,3873
Canary rockfish - Pacific Coast,1980,4560,3753
Canary rockfish - Pacific Coast,1981,3575,3433
Canary rockfish - Pacific Coast,1982,5652,3242
Canary rockfish - Pacific Coast,1983,5269,2816
Canary rockfish - Pacific Coast,1984,2777,2421
Canary rockfish - Pacific Coast,1985,3062,2325
Canary rockfish - Pacific Coast,1986,2654,2228
Canary rockfish - Pacific Coast,1987,3245,2199
Canary rockfish - Pacific Coast,1988,3147,2099
Canary rockfish - Pacific Coast,1989,3427,1984
Canary rockfish - Pacific Coast,1990,2900,1797
Canary rockfish - Pacific Coast,1991,3323,1651
Canary rockfish - Pacific Coast,1992,2984,1448
Canary rockfish - Pacific Coast,1993,2317,1287
Canary rockfish - Pacific Coast,1994,1243,1205
Chilipepper - Southern Pacific Coast,1944,555.116027832031,6275
Chilipepper - Southern Pacific Coast,1945,1148.06005859375,6240
Chilipepper - Southern Pacific Coast,1946,889.260986328125,6118
Chilipepper - Southern Pacific Coast,1947,668.559020996094,6043
Chilipepper - Southern Pacific Coast,1948,525.780029296875,6007
Chilipepper - Southern Pacific Coast,1949,595.744018554688,5996
Chilipepper - Southern Pacific Coast,1950,763.10302734375,5978
Chilipepper - Southern Pacific Coast,1951,1229.35998535156,5936
Chilipepper - Southern Pacific Coast,1952,1209.46997070313,5828
Chilipepper - Southern Pacific Coast,1953,1431.77001953125,5732
Chilipepper - Southern Pacific Coast,1954,1380.73999023438,5610
Chilipepper - Southern Pacific Coast,1955,1454.2099609375,5505
Chilipepper - Southern Pacific Coast,1956,1630.2900390625,5399
Chilipepper - Southern Pacific Coast,1957,1745.06005859375,5276
Chilipepper - Southern Pacific Coast,1958,1966.42004394531,5146
Chilipepper - Southern Pacific Coast,1959,1639.13000488281,4993
Chilipepper - Southern Pacific Coast,1960,1385.66003417969,4901
Chilipepper - Southern Pacific Coast,1961,1091.16003417969,4853
Chilipepper - Southern Pacific Coast,1962,1035.68994140625,4852
Chilipepper - Southern Pacific Coast,1963,1733.35998535156,4862
Chilipepper - Southern Pacific Coast,1964,1455.0400390625,4768
Chilipepper - Southern Pacific Coast,1965,1009.46002197266,4720
Chilipepper - Southern Pacific Coast,1966,2130.07006835937,4737
Chilipepper - Southern Pacific Coast,1967,3009.73999023437,4590
Chilipepper - Southern Pacific Coast,1968,1773.11999511719,4313
Chilipepper - Southern Pacific Coast,1969,959.630004882813,4212
Chilipepper - Southern Pacific Coast,1970,1162.97998046875,4250
Chilipepper - Southern Pacific Coast,1971,1014.86999511719,4268
Chilipepper - Southern Pacific Coast,1972,1440.68005371094,4335
Chilipepper - Southern Pacific Coast,1973,2929.34008789062,4368
Chilipepper - Southern Pacific Coast,1974,3391.34008789062,4194
Chilipepper - Southern Pacific Coast,1975,2906.56005859375,3882
Chilipepper - Southern Pacific Coast,1976,2911.76000976562,3748
Chilipepper - Southern Pacific Coast,1977,2292.669921875,3625
Chilipepper - Southern Pacific Coast,1978,1827.38000488281,3641
Chilipepper - Southern Pacific Coast,1979,2736.169921875,3688
Chilipepper - Southern Pacific Coast,1980,3141.39990234375,3530
Chilipepper - Southern Pacific Coast,1981,2800.4599609375,3387
Chilipepper - Southern Pacific Coast,1982,2521.32006835937,3271
Chilipepper - Southern Pacific Coast,1983,2469.07006835937,3140
Chilipepper - Southern Pacific Coast,1984,2934.080078125,2918
Chilipepper - Southern Pacific Coast,1985,3217.23999023438,2586
Chilipepper - Southern Pacific Coast,1986,3156.72998046875,2138
Chilipepper - Southern Pacific Coast,1987,2065.0400390625,2052
Chilipepper - Southern Pacific Coast,1988,2789.8701171875,2304
Chilipepper - Southern Pacific Coast,1989,3438.23999023438,2430
Chilipepper - Southern Pacific Coast,1990,3155.98999023437,2327
Chilipepper - Southern Pacific Coast,1991,3346.6201171875,2223
Chilipepper - Southern Pacific Coast,1992,2773.59008789062,2098
Chilipepper - Southern Pacific Coast,1993,2412.30004882813,1950
Chilipepper - Southern Pacific Coast,1994,1890.75,1840
Chilipepper - Southern Pacific Coast,1995,2033.69995117187,1775
Chilipepper - Southern Pacific Coast,1996,1880.11999511719,1703
Chilipepper - Southern Pacific Coast,1997,2115.669921875,1640
Chilipepper - Southern Pacific Coast,1998,1435.01000976563,1506
Chilipepper - Southern Pacific Coast,1999,977.669982910156,1433
Chilipepper - Southern Pacific Coast,2000,632,1490
China rockfish - Central Pacific Coast,1975,1,64
China rockfish - Central Pacific Coast,1976,2,64
China rockfish - Central Pacific Coast,1977,3,64
China rockfish - Central Pacific Coast,1978,3,64
China rockfish - Central Pacific Coast,1979,7,64
China rockfish - Central Pacific Coast,1980,4,63
China rockfish - Central Pacific Coast,1981,6,62
China rockfish - Central Pacific Coast,1982,6,62
China rockfish - Central Pacific Coast,1983,7,61
China rockfish - Central Pacific Coast,1984,6,61
China rockfish - Central Pacific Coast,1985,4,60
China rockfish - Central Pacific Coast,1986,5,60
China rockfish - Central Pacific Coast,1987,6,60
China rockfish - Central Pacific Coast,1988,5,59
China rockfish - Central Pacific Coast,1989,7,59
China rockfish - Central Pacific Coast,1990,11,59
China rockfish - Central Pacific Coast,1991,6,58
China rockfish - Central Pacific Coast,1992,10,57
China rockfish - Central Pacific Coast,1993,9,57
China rockfish - Central Pacific Coast,1994,13,56
China rockfish - Central Pacific Coast,1995,15,55
China rockfish - Central Pacific Coast,1996,14,54
China rockfish - Central Pacific Coast,1997,19,53
China rockfish - Central Pacific Coast,1998,25,51
China rockfish - Central Pacific Coast,1999,32,49
China rockfish - Central Pacific Coast,2000,19,46
China rockfish - Central Pacific Coast,2001,25,45
China rockfish - Central Pacific Coast,2002,26,43
China rockfish - Central Pacific Coast,2003,14,41
China rockfish - Central Pacific Coast,2004,10,40
China rockfish - Central Pacific Coast,2005,7,40
China rockfish - Central Pacific Coast,2006,9,41
China rockfish - Central Pacific Coast,2007,13,41
China rockfish - Central Pacific Coast,2008,14,41
China rockfish - Central Pacific Coast,2009,13,40
China rockfish - Central Pacific Coast,2010,9,40
China rockfish - Central Pacific Coast,2011,13,40
China rockfish - Central Pacific Coast,2012,15,40
China rockfish - Southern Pacific Coast,1944,2,57
China rockfish - Southern Pacific Coast,1945,3,58
China rockfish - Southern Pacific Coast,1946,5,58
China rockfish - Southern Pacific Coast,1947,4,58
China rockfish - Southern Pacific Coast,1948,9,58
China rockfish - Southern Pacific Coast,1949,12,58
China rockfish - Southern Pacific Coast,1950,11,57
China rockfish - Southern Pacific Coast,1951,14,57
China rockfish - Southern Pacific Coast,1952,12,56
China rockfish - Southern Pacific Coast,1953,10,55
China rockfish - Southern Pacific Coast,1954,11,55
China rockfish - Southern Pacific Coast,1955,13,55
China rockfish - Southern Pacific Coast,1956,14,54
China rockfish - Southern Pacific Coast,1957,14,54
China rockfish - Southern Pacific Coast,1958,23,53
China rockfish - Southern Pacific Coast,1959,18,52
China rockfish - Southern Pacific Coast,1960,15,51
China rockfish - Southern Pacific Coast,1961,14,51
China rockfish - Southern Pacific Coast,1962,12,50
China rockfish - Southern Pacific Coast,1963,16,50
China rockfish - Southern Pacific Coast,1964,10,49
China rockfish - Southern Pacific Coast,1965,17,49
China rockfish - Southern Pacific Coast,1966,19,49
China rockfish - Southern Pacific Coast,1967,24,48
China rockfish - Southern Pacific Coast,1968,21,47
China rockfish - Southern Pacific Coast,1969,20,46
China rockfish - Southern Pacific Coast,1970,32,46
China rockfish - Southern Pacific Coast,1971,24,44
China rockfish - Southern Pacific Coast,1972,33,43
China rockfish - Southern Pacific Coast,1973,38,41
China rockfish - Southern Pacific Coast,1974,42,39
China rockfish - Southern Pacific Coast,1975,41,37
China rockfish - Southern Pacific Coast,1976,45,35
China rockfish - Southern Pacific Coast,1977,40,33
China rockfish - Southern Pacific Coast,1978,31,31
China rockfish - Southern Pacific Coast,1979,41,30
China rockfish - Southern Pacific Coast,1980,38,29
China rockfish - Southern Pacific Coast,1981,17,27
China rockfish - Southern Pacific Coast,1982,31,28
China rockfish - Southern Pacific Coast,1983,18,27
China rockfish - Southern Pacific Coast,1984,17,27
China rockfish - Southern Pacific Coast,1985,28,28
China rockfish - Southern Pacific Coast,1986,41,27
China rockfish - Southern Pacific Coast,1987,56,26
China rockfish - Southern Pacific Coast,1988,39,23
China rockfish - Southern Pacific Coast,1989,38,22
China rockfish - Southern Pacific Coast,1990,37,21
China rockfish - Southern Pacific Coast,1991,43,20
China rockfish - Southern Pacific Coast,1992,53,19
China rockfish - Southern Pacific Coast,1993,46,17
China rockfish - Southern Pacific Coast,1994,64,15
China rockfish - Southern Pacific Coast,1995,50,12
China rockfish - Southern Pacific Coast,1996,34,11
China rockfish - Southern Pacific Coast,1997,39,11
China rockfish - Southern Pacific Coast,1998,19,10
China rockfish - Southern Pacific Coast,1999,22,10
China rockfish - Southern Pacific Coast,2000,22,11
Chinook salmon - California Central Valley: Sacramento River Fall,1983,332.899993896484,110.199996948242
Chinook salmon - California Central Valley: Sacramento River Fall,1984,353.100006103516,159
Chinook salmon - California Central Valley: Sacramento River Fall,1985,514.400024414063,239.300003051758
Chinook salmon - California Central Valley: Sacramento River Fall,1986,756.400024414063,240.100006103516
Chinook salmon - California Central Valley: Sacramento River Fall,1987,859.200012207031,195.100006103516
Chinook salmon - California Central Valley: Sacramento River Fall,1988,1351.5,227.5
Chinook salmon - California Central Valley: Sacramento River Fall,1989,759.900024414063,152.600006103516
Chinook salmon - California Central Valley: Sacramento River Fall,1990,657.799987792969,105.099998474121
Chinook salmon - California Central Valley: Sacramento River Fall,1991,389.700012207031,118.900001525879
Chinook salmon - California Central Valley: Sacramento River Fall,1992,302.799987792969,81.5
Chinook salmon - California Central Valley: Sacramento River Fall,1993,458.100006103516,137.399993896484
Chinook salmon - California Central Valley: Sacramento River Fall,1994,472.299987792969,165.600006103516
Chinook salmon - California Central Valley: Sacramento River Fall,1995,1121,295.299987792969
Chinook salmon - California Central Valley: Sacramento River Fall,1996,583.799987792969,301.600006103516
Chinook salmon - California Central Valley: Sacramento River Fall,1997,790,344.799987792969
Chinook salmon - California Central Valley: Sacramento River Fall,1998,406.299987792969,245.899993896484
Chinook salmon - California Central Valley: Sacramento River Fall,1999,365.299987792969,399.799987792969
Chinook salmon - California Central Valley: Sacramento River Fall,2000,574.599975585938,417.5
Chinook salmon - California Central Valley: Sacramento River Fall,2001,377.899993896484,596.799987792969
Chinook salmon - California Central Valley: Sacramento River Fall,2002,631.700012207031,769.900024414063
Chinook salmon - California Central Valley: Sacramento River Fall,2003,608,523
Chinook salmon - California Central Valley: Sacramento River Fall,2004,834.5,286.899993896484
Chinook salmon - California Central Valley: Sacramento River Fall,2005,494.899993896484,396
Chinook salmon - California Central Valley: Sacramento River Fall,2006,257.700012207031,275
Chinook salmon - California Central Valley: Sacramento River Fall,2007,152,91.4000015258789
Chinook salmon - California Central Valley: Sacramento River Fall,2008,4.09999990463257,65.4000015258789
Chinook salmon - California Central Valley: Sacramento River Fall,2009,0.300000011920929,40.9000015258789
Chinook salmon - California Central Valley: Sacramento River Fall,2010,22.7999992370605,124.300003051758
Chinook salmon - California Central Valley: Sacramento River Fall,2011,69.4000015258789,119.300003051758
Chinook salmon - California Central Valley: Sacramento River Fall,2012,276.5,285.399993896484
Chinook salmon - California Central Valley: Sacramento River Fall,2013,405.100006103516,406.200012207031
Chinook salmon - California Central Valley: Sacramento River Fall,2014,302.899993896484,212.5
Chinook salmon - California Central Valley: Sacramento River Fall,2015,124.400001525879,112.900001525879
Chinook salmon - California Central Valley: Sacramento River Fall,2016,91.8000030517578,89.6999969482422
Chinook salmon - California Central Valley: Sacramento River Fall,2017,70.6999969482422,42.7000007629395
Chinook salmon - California Central Valley: Sacramento River Fall,2018,102,105.699996948242
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,1996,63,5.19999980926514
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,1997,66,27.5
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,1998,41,8.69999980926514
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,1999,44,5.80000019073486
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2000,375,21.3999996185303
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2001,25257,50.0999984741211
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2002,26419,33.7999992370605
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2003,13104,24.6000003814697
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2004,23379,26.7999992370605
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2005,9524,21.1000003814697
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2006,6425,17
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2007,5418,15.8999996185303
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2008,25904,35.5
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2009,19789,31.1000003814697
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2010,32816,52.5999984741211
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2011,13436,29.7999992370605
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2012,15243,23.2000007629395
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2013,7196,15.6000003814697
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2014,17670,24.2000007629395
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2015,22507,35.2999992370605
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2016,13675,25.3999996185303
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,2017,8281,16.1000003814697
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1982,2700,2900
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1983,3900,4900
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1984,5000,3200
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1985,3000,2800
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1986,12800,2300
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1987,41800,6500
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1988,62600,8500
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1989,71800,14100
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1990,36559,14569
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1991,17060,10282
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1992,12539,9590
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1993,13090,7853
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1994,6817,11411
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1995,9424,14019
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1996,21136,15868
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1997,21433,15808
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1998,12330,8401
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,1999,18051,7334
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2000,14432,7884
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2001,33424,13701
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2002,46532,21946
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2003,61066,24175
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2004,33737,26210
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2005,41475,30991
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2006,30849,19745
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2007,22562,13053
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2008,39257,21409
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2009,37154,22003
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2010,31688,33391
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2011,42107,24923
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2012,31351,17052
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2013,100132,58045
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2014,128332,34075
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2015,103003,30744
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2016,53152,13632
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,2017,18779,10939
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1991,33900,48700
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1992,16100,39700
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1993,23000,29700
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1994,12900,25500
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1995,16000,19300
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1996,6100,20400
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1997,1900,26200
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1998,2800,33100
Chinook salmon - Columbia River Basin: Upper Willamette Spring,1999,5500,38900
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2000,9000,37594
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2001,7600,52700
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2002,10800,83100
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2003,13500,87600
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2004,12000,95200
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2005,5800,35453
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2006,7200,36851
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2007,5700,22818
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2008,4600,14151
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2009,4500,25795
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2010,22700,65293
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2011,22800,43748
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2012,15800,35899
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2013,7400,27897
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2014,7900,30071
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2015,13552,53088
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2016,6000,30317
Chinook salmon - Columbia River Basin: Upper Willamette Spring,2017,7400,34186
Chinook salmon - Northern California Coast: Klamath River Fall,1991,13581,11649
Chinook salmon - Northern California Coast: Klamath River Fall,1992,6787,12028
Chinook salmon - Northern California Coast: Klamath River Fall,1993,12808,21858
Chinook salmon - Northern California Coast: Klamath River Fall,1994,13524,32333
Chinook salmon - Northern California Coast: Klamath River Fall,1995,21638,161794
Chinook salmon - Northern California Coast: Klamath River Fall,1996,69242,81326
Chinook salmon - Northern California Coast: Klamath River Fall,1997,17763,46144
Chinook salmon - Northern California Coast: Klamath River Fall,1998,17897,42488
Chinook salmon - Northern California Coast: Klamath River Fall,1999,16942,18457
Chinook salmon - Northern California Coast: Klamath River Fall,2000,35065,82728
Chinook salmon - Northern California Coast: Klamath River Fall,2001,50779,77833
Chinook salmon - Northern California Coast: Klamath River Fall,2002,35069,65635
Chinook salmon - Northern California Coast: Klamath River Fall,2003,39715,87642
Chinook salmon - Northern California Coast: Klamath River Fall,2004,29807,24079
Chinook salmon - Northern California Coast: Klamath River Fall,2005,10001,26789
Chinook salmon - Northern California Coast: Klamath River Fall,2006,10345,30163
Chinook salmon - Northern California Coast: Klamath River Fall,2007,33885,60670
Chinook salmon - Northern California Coast: Klamath River Fall,2008,24178,30850
Chinook salmon - Northern California Coast: Klamath River Fall,2009,34038,44409
Chinook salmon - Northern California Coast: Klamath River Fall,2010,32922,37225
Chinook salmon - Northern California Coast: Klamath River Fall,2011,30500,46763
Chinook salmon - Northern California Coast: Klamath River Fall,2012,109262,121543
Chinook salmon - Northern California Coast: Klamath River Fall,2013,82836,59156
Chinook salmon - Northern California Coast: Klamath River Fall,2014,31353,95104
Chinook salmon - Northern California Coast: Klamath River Fall,2015,35890,28112
Chinook salmon - Northern California Coast: Klamath River Fall,2016,6470,13937
Chinook salmon - Northern California Coast: Klamath River Fall,2017,1951,19904
Chinook salmon - Northern California Coast: Klamath River Fall,2018,18879,52352
Chinook salmon - Northern California Coast: Klamath River Fall,2019,11339,27631
Chinook salmon - Washington Coast: Grays Harbor Fall,1991,18465,14392
Chinook salmon - Washington Coast: Grays Harbor Fall,1992,16021,16592
Chinook salmon - Washington Coast: Grays Harbor Fall,1993,15913,13349
Chinook salmon - Washington Coast: Grays Harbor Fall,1994,15852,14320
Chinook salmon - Washington Coast: Grays Harbor Fall,1995,18572,12727
Chinook salmon - Washington Coast: Grays Harbor Fall,1996,13162,20227
Chinook salmon - Washington Coast: Grays Harbor Fall,1997,12448,18168
Chinook salmon - Washington Coast: Grays Harbor Fall,1998,7319,12529
Chinook salmon - Washington Coast: Grays Harbor Fall,1999,2128,10363
Chinook salmon - Washington Coast: Grays Harbor Fall,2000,6331,9250
Chinook salmon - Washington Coast: Grays Harbor Fall,2001,9631,9491
Chinook salmon - Washington Coast: Grays Harbor Fall,2002,3993,11838
Chinook salmon - Washington Coast: Grays Harbor Fall,2003,2241,19417
Chinook salmon - Washington Coast: Grays Harbor Fall,2004,9743,31770
Chinook salmon - Washington Coast: Grays Harbor Fall,2005,2685,19499
Chinook salmon - Washington Coast: Grays Harbor Fall,2006,5623,17113
Chinook salmon - Washington Coast: Grays Harbor Fall,2007,4718,12440
Chinook salmon - Washington Coast: Grays Harbor Fall,2008,2657,15331
Chinook salmon - Washington Coast: Grays Harbor Fall,2009,4576,8358
Chinook salmon - Washington Coast: Grays Harbor Fall,2010,7046,18158
Chinook salmon - Washington Coast: Grays Harbor Fall,2011,11786,22870
Chinook salmon - Washington Coast: Grays Harbor Fall,2012,10212,14032
Chinook salmon - Washington Coast: Grays Harbor Fall,2013,6596,12582
Chinook salmon - Washington Coast: Grays Harbor Fall,2014,6293,11400
Chinook salmon - Washington Coast: Grays Harbor Fall,2015,14267,22200
Chinook salmon - Washington Coast: Grays Harbor Fall,2016,4936,14345
Chinook salmon - Washington Coast: Grays Harbor Spring,1991,200,1289
Chinook salmon - Washington Coast: Grays Harbor Spring,1992,49,1813
Chinook salmon - Washington Coast: Grays Harbor Spring,1993,123,1254
Chinook salmon - Washington Coast: Grays Harbor Spring,1994,76,1403
Chinook salmon - Washington Coast: Grays Harbor Spring,1995,97,2070
Chinook salmon - Washington Coast: Grays Harbor Spring,1996,191,4462
Chinook salmon - Washington Coast: Grays Harbor Spring,1997,332,4460
Chinook salmon - Washington Coast: Grays Harbor Spring,1998,291,2283
Chinook salmon - Washington Coast: Grays Harbor Spring,1999,266,1285
Chinook salmon - Washington Coast: Grays Harbor Spring,2000,282,2867
Chinook salmon - Washington Coast: Grays Harbor Spring,2001,466,2860
Chinook salmon - Washington Coast: Grays Harbor Spring,2002,619,2598
Chinook salmon - Washington Coast: Grays Harbor Spring,2003,199,1904
Chinook salmon - Washington Coast: Grays Harbor Spring,2004,296,5034
Chinook salmon - Washington Coast: Grays Harbor Spring,2005,553,2129
Chinook salmon - Washington Coast: Grays Harbor Spring,2006,382,2481
Chinook salmon - Washington Coast: Grays Harbor Spring,2007,264,651
Chinook salmon - Washington Coast: Grays Harbor Spring,2008,2,995
Chinook salmon - Washington Coast: Grays Harbor Spring,2009,18,1132
Chinook salmon - Washington Coast: Grays Harbor Spring,2010,0,3495
Chinook salmon - Washington Coast: Grays Harbor Spring,2011,10,2563
Chinook salmon - Washington Coast: Grays Harbor Spring,2012,273,878
Chinook salmon - Washington Coast: Grays Harbor Spring,2013,179,2459
Chinook salmon - Washington Coast: Grays Harbor Spring,2014,76,1583
Chinook salmon - Washington Coast: Grays Harbor Spring,2015,224,1841
Chinook salmon - Washington Coast: Grays Harbor Spring,2016,130,1392
Chinook salmon - Washington Coast: Hoh Spring/Summer,1991,751,1078
Chinook salmon - Washington Coast: Hoh Spring/Summer,1992,552,1018
Chinook salmon - Washington Coast: Hoh Spring/Summer,1993,891,1411
Chinook salmon - Washington Coast: Hoh Spring/Summer,1994,802,1699
Chinook salmon - Washington Coast: Hoh Spring/Summer,1995,642,1132
Chinook salmon - Washington Coast: Hoh Spring/Summer,1996,768,1371
Chinook salmon - Washington Coast: Hoh Spring/Summer,1997,804,1826
Chinook salmon - Washington Coast: Hoh Spring/Summer,1998,602,1287
Chinook salmon - Washington Coast: Hoh Spring/Summer,1999,227,928
Chinook salmon - Washington Coast: Hoh Spring/Summer,2000,146,492
Chinook salmon - Washington Coast: Hoh Spring/Summer,2001,216,1159
Chinook salmon - Washington Coast: Hoh Spring/Summer,2002,996,2464
Chinook salmon - Washington Coast: Hoh Spring/Summer,2003,522,1228
Chinook salmon - Washington Coast: Hoh Spring/Summer,2004,523,1786
