Stock,yr,ct,bt
Acadian redfish - Gulf of Maine / Georges Bank,1950,34307,222965
Acadian redfish - Gulf of Maine / Georges Bank,1951,30077,200797
Acadian redfish - Gulf of Maine / Georges Bank,1952,21377,184790
Acadian redfish - Gulf of Maine / Georges Bank,1953,16791,175663
Acadian redfish - Gulf of Maine / Georges Bank,1954,12988,170804
Acadian redfish - Gulf of Maine / Georges Bank,1955,13914,167864
Acadian redfish - Gulf of Maine / Georges Bank,1956,14388,164281
Acadian redfish - Gulf of Maine / Georges Bank,1957,18490,158768
Acadian redfish - Gulf of Maine / Georges Bank,1958,16047,151872
Acadian redfish - Gulf of Maine / Georges Bank,1959,15521,146515
Acadian redfish - Gulf of Maine / Georges Bank,1960,11375,143119
Acadian redfish - Gulf of Maine / Georges Bank,1961,14101,141039
Acadian redfish - Gulf of Maine / Georges Bank,1962,14134,137442
Acadian redfish - Gulf of Maine / Georges Bank,1963,10046,135444
Acadian redfish - Gulf of Maine / Georges Bank,1964,8352,136451
Acadian redfish - Gulf of Maine / Georges Bank,1965,8056,138614
Acadian redfish - Gulf of Maine / Georges Bank,1966,8566,140801
Acadian redfish - Gulf of Maine / Georges Bank,1967,10775,141796
Acadian redfish - Gulf of Maine / Georges Bank,1968,6775,142875
Acadian redfish - Gulf of Maine / Georges Bank,1969,12412,143570
Acadian redfish - Gulf of Maine / Georges Bank,1970,16743,138398
Acadian redfish - Gulf of Maine / Georges Bank,1971,20011,127972
Acadian redfish - Gulf of Maine / Georges Bank,1972,19110,114363
Acadian redfish - Gulf of Maine / Georges Bank,1973,17364,100519
Acadian redfish - Gulf of Maine / Georges Bank,1974,10485,89774
Acadian redfish - Gulf of Maine / Georges Bank,1975,10571,82855
Acadian redfish - Gulf of Maine / Georges Bank,1976,10693,76448
Acadian redfish - Gulf of Maine / Georges Bank,1977,13216,69696
Acadian redfish - Gulf of Maine / Georges Bank,1978,14076,61381
Acadian redfish - Gulf of Maine / Georges Bank,1979,14748,51658
Acadian redfish - Gulf of Maine / Georges Bank,1980,9897,42676
Acadian redfish - Gulf of Maine / Georges Bank,1981,7920,36161
Acadian redfish - Gulf of Maine / Georges Bank,1982,6907,30563
Acadian redfish - Gulf of Maine / Georges Bank,1983,5330,25991
Acadian redfish - Gulf of Maine / Georges Bank,1984,4793,22553
Acadian redfish - Gulf of Maine / Georges Bank,1985,4282,19701
Acadian redfish - Gulf of Maine / Georges Bank,1986,3053,17701
Acadian redfish - Gulf of Maine / Georges Bank,1987,1895,16948
Acadian redfish - Gulf of Maine / Georges Bank,1988,1157,17299
Acadian redfish - Gulf of Maine / Georges Bank,1989,672,18506
Acadian redfish - Gulf of Maine / Georges Bank,1990,640,20337
Acadian redfish - Gulf of Maine / Georges Bank,1991,2029,18744
Acadian redfish - Gulf of Maine / Georges Bank,1992,967,16322
Acadian redfish - Gulf of Maine / Georges Bank,1993,898,18673
Acadian redfish - Gulf of Maine / Georges Bank,1994,536,22086
Acadian redfish - Gulf of Maine / Georges Bank,1995,643,27050
Acan_bra_NPatagonianGulfs,1950,42.83100241,NA
Acan_bra_NPatagonianGulfs,1951,42.83100241,NA
Acan_bra_NPatagonianGulfs,1952,85.66200481,NA
Acan_bra_NPatagonianGulfs,1953,128.4930072,NA
Acan_bra_NPatagonianGulfs,1954,42.91023976,NA
Acan_bra_NPatagonianGulfs,1955,129.158601,NA
Acan_bra_NPatagonianGulfs,1956,215.3610046,NA
Acan_bra_NPatagonianGulfs,1957,172.6393497,NA
Acan_bra_NPatagonianGulfs,1958,88.78395658,NA
Acan_bra_NPatagonianGulfs,1959,88.24514257,NA
Acan_bra_NPatagonianGulfs,1960,44.60591914,NA
Acan_bra_NPatagonianGulfs,1961,44.66930903,NA
Acan_bra_NPatagonianGulfs,1962,89.41785541,NA
Acan_bra_NPatagonianGulfs,1963,45.1764281,NA
Acan_bra_NPatagonianGulfs,1964,400.1537797,NA
Acan_bra_NPatagonianGulfs,1965,133.6434353,NA
Acan_bra_NPatagonianGulfs,1966,488.5098546,NA
Acan_bra_NPatagonianGulfs,1967,844.5806816,NA
Acan_bra_NPatagonianGulfs,1968,847.2747517,NA
Acan_bra_NPatagonianGulfs,1969,1113.606063,NA
Acan_bra_NPatagonianGulfs,1970,1109.839076,NA
Acan_bra_NPatagonianGulfs,1971,2442.264018,NA
Acan_bra_NPatagonianGulfs,1972,799.689508,NA
Acan_bra_NPatagonianGulfs,1973,1598.681727,NA
Acan_bra_NPatagonianGulfs,1974,754.9251142,NA
Acan_bra_NPatagonianGulfs,1975,628.4670079,NA
Acan_bra_NPatagonianGulfs,1976,755.0518939,NA
Acan_bra_NPatagonianGulfs,1977,1763.289407,NA
Acan_bra_NPatagonianGulfs,1978,2210.556005,NA
Acan_bra_NPatagonianGulfs,1979,2257.386138,NA
Acan_bra_NPatagonianGulfs,1980,5636.358611,NA
Acan_bra_NPatagonianGulfs,1981,7205.56704,NA
Acan_bra_NPatagonianGulfs,1982,10815.67916,0.862283927
Acan_bra_NPatagonianGulfs,1983,4837.319277,0.809394465
Acan_bra_NPatagonianGulfs,1984,3856.175371,0.758096393
Acan_bra_NPatagonianGulfs,1985,7078.982154,0.740425671
Acan_bra_NPatagonianGulfs,1986,5301.46386,0.720839922
Acan_bra_NPatagonianGulfs,1987,5120.691759,0.705247077
Acan_bra_NPatagonianGulfs,1988,4648.552342,0.687415154
Acan_bra_NPatagonianGulfs,1989,6308.813058,0.657728993
Acan_bra_NPatagonianGulfs,1990,3351.612457,0.608135023
Acan_bra_NPatagonianGulfs,1991,3088.67122,0.55972545
Acan_bra_NPatagonianGulfs,1992,3010.949997,0.517031499
Acan_bra_NPatagonianGulfs,1993,4332.754778,0.474654464
Acan_bra_NPatagonianGulfs,1994,3523.950319,0.4347285
Acan_bra_NPatagonianGulfs,1995,4855.436834,0.438399671
Acan_bra_NPatagonianGulfs,1996,4771.136641,0.469283839
Acan_bra_NPatagonianGulfs,1997,4049.383881,NA
Acan_bra_NPatagonianGulfs,1998,2316.711231,NA
Acan_bra_NPatagonianGulfs,1999,2824.836914,NA
Acan_bra_NPatagonianGulfs,2000,1836.150254,NA
Acan_bra_NPatagonianGulfs,2001,2167.934318,NA
Acan_bra_NPatagonianGulfs,2002,1605.621249,NA
Acan_bra_NPatagonianGulfs,2003,1789.516886,NA
Acan_bra_NPatagonianGulfs,2004,2235.890414,NA
Acan_bra_NPatagonianGulfs,2005,2656.94538,NA
Acan_bra_NPatagonianGulfs,2006,1928.880916,NA
Acan_bra_NPatagonianGulfs,2007,1974.509211,NA
Acan_bra_NPatagonianGulfs,2008,2010.915563,NA
Acan_bra_NPatagonianGulfs,2009,2062.741076,NA
Acan_bra_NPatagonianGulfs,2010,1845.587894,NA
Acan_bra_NPatagonianGulfs,2011,1636.169287,NA
Acan_bra_NPatagonianGulfs,2012,952.7927659,NA
Acan_bra_NPatagonianGulfs,2013,1099.490017,NA
Acan_bra_NPatagonianGulfs,2014,827.8425134,NA
Acan_bra_NPatagonianGulfs,2015,846.1369607,NA
Acan_bra_NPatagonianGulfs,2016,525.9852178,NA
Acan_bra_NPatagonianGulfs,2017,507.8289508,NA
Acan_bra_NPatagonianGulfs,2018,347.307431,NA
Aequ_ope_Celtic,1994,6935.183286,4345.6
Aequ_ope_Celtic,1995,4093.160959,3467.6
Aequ_ope_Celtic,1996,3576.031633,4755.7
Aequ_ope_Celtic,1997,8275.740784,6339.9
Aequ_ope_Celtic,1998,10302.25885,4817.4
Aequ_ope_Celtic,1999,9909.589939,3138.3
Aequ_ope_Celtic,2000,11631.05318,4657.7
Aequ_ope_Celtic,2001,16392.88586,7147.6
Aequ_ope_Celtic,2002,17699.93332,7304.4
Aequ_ope_Celtic,2003,14015.63225,6437.3
Aequ_ope_Celtic,2004,9610.5529,6144.6
Aequ_ope_Celtic,2005,9205.674156,5624.7
Aequ_ope_Celtic,2006,10365.70133,5956.4
Aequ_ope_Celtic,2007,13187.4503,13418.9
Aequ_ope_Celtic,2008,8751.452278,20882.7
Aequ_ope_Celtic,2009,9585.404724,21778.9
Aequ_ope_Celtic,2010,20266.5327,25770.3
Aequ_ope_Celtic,2011,29189.41373,22631.7
Aequ_ope_Celtic,2012,25515.85545,14187.3
Aequ_ope_Celtic,2013,21047.76972,10042.7
Aequ_ope_Celtic,2014,12095.42052,5688.3
Aequ_ope_Celtic,2015,16874.84943,5032
Alaska skate - Bering Sea / Aleutian Islands,1960,0,175106
Alaska skate - Bering Sea / Aleutian Islands,1961,0,173532
Alaska skate - Bering Sea / Aleutian Islands,1962,0,171650
Alaska skate - Bering Sea / Aleutian Islands,1963,0,169589
Alaska skate - Bering Sea / Aleutian Islands,1964,347,167450
Alaska skate - Bering Sea / Aleutian Islands,1965,1078,165186
Alaska skate - Bering Sea / Aleutian Islands,1966,1054,162712
Alaska skate - Bering Sea / Aleutian Islands,1967,2504,160261
Alaska skate - Bering Sea / Aleutian Islands,1968,10791,157380
Alaska skate - Bering Sea / Aleutian Islands,1969,5055,152010
Alaska skate - Bering Sea / Aleutian Islands,1970,7722,148364
Alaska skate - Bering Sea / Aleutian Islands,1971,6469,143912
Alaska skate - Bering Sea / Aleutian Islands,1972,6293,139857
Alaska skate - Bering Sea / Aleutian Islands,1973,26326,135876
Alaska skate - Bering Sea / Aleutian Islands,1974,28694,125972
Alaska skate - Bering Sea / Aleutian Islands,1975,26084,115450
Alaska skate - Bering Sea / Aleutian Islands,1976,12599,105856
Alaska skate - Bering Sea / Aleutian Islands,1977,17649,100452
Alaska skate - Bering Sea / Aleutian Islands,1978,29435,93813
Alaska skate - Bering Sea / Aleutian Islands,1979,18816,84118
Alaska skate - Bering Sea / Aleutian Islands,1980,16888,77839
Alaska skate - Bering Sea / Aleutian Islands,1981,17056,72455
Alaska skate - Bering Sea / Aleutian Islands,1982,8786,67542
Alaska skate - Bering Sea / Aleutian Islands,1983,7427,65359
Alaska skate - Bering Sea / Aleutian Islands,1984,4067,64090
Alaska skate - Bering Sea / Aleutian Islands,1985,5488,64267
Alaska skate - Bering Sea / Aleutian Islands,1986,4976,64888
Alaska skate - Bering Sea / Aleutian Islands,1987,4068,66565
Alaska skate - Bering Sea / Aleutian Islands,1988,5730,69670
Alaska skate - Bering Sea / Aleutian Islands,1989,2340,74331
Alaska skate - Bering Sea / Aleutian Islands,1990,2697,82579
Alaska skate - Bering Sea / Aleutian Islands,1991,7618,97584
Alaska skate - Bering Sea / Aleutian Islands,1992,15287,113027
Alaska skate - Bering Sea / Aleutian Islands,1993,11018,125004
Alaska skate - Bering Sea / Aleutian Islands,1994,12818,134878
Alaska skate - Bering Sea / Aleutian Islands,1995,13422,140516
Alaska skate - Bering Sea / Aleutian Islands,1996,11394,142574
Alaska skate - Bering Sea / Aleutian Islands,1997,15991,142789
Alaska skate - Bering Sea / Aleutian Islands,1998,17278,140324
Alaska skate - Bering Sea / Aleutian Islands,1999,12606,137228
Alaska skate - Bering Sea / Aleutian Islands,2000,16417,135696
Alaska skate - Bering Sea / Aleutian Islands,2001,17535,132706
Alaska skate - Bering Sea / Aleutian Islands,2002,19514,129440
Alaska skate - Bering Sea / Aleutian Islands,2003,17656,126686
Alaska skate - Bering Sea / Aleutian Islands,2004,20715,125878
Alaska skate - Bering Sea / Aleutian Islands,2005,21373,124368
Alaska skate - Bering Sea / Aleutian Islands,2006,18537,123556
Alaska skate - Bering Sea / Aleutian Islands,2007,16847,124413
Alaska skate - Bering Sea / Aleutian Islands,2008,19484,126400
Alaska skate - Bering Sea / Aleutian Islands,2009,18473,128862
Alaska skate - Bering Sea / Aleutian Islands,2010,15790,130894
Alaska skate - Bering Sea / Aleutian Islands,2011,21664,132870
Alaska skate - Bering Sea / Aleutian Islands,2012,22571,133308
Alaska skate - Bering Sea / Aleutian Islands,2013,24709,134521
Alaska skate - Bering Sea / Aleutian Islands,2014,24758,134942
alb.satl,1956,21,312226.2848
alb.satl,1957,725,319387.2312
alb.satl,1958,1047,324684.6252
alb.satl,1959,4715,329860.0031
alb.satl,1960,10475,330493.3774
alb.satl,1961,10765,326740.2971
alb.satl,1962,18971,325117.3933
alb.satl,1963,17385,315851.0825
alb.satl,1964,25999,311528.9305
alb.satl,1965,29845,301656.871
alb.satl,1966,27296,291169.4771
alb.satl,1967,15883,287168.9728
alb.satl,1968,25688,283997.3021
alb.satl,1969,28493,268122.5614
alb.satl,1970,23653,248423.0819
alb.satl,1971,24885,235339.661
alb.satl,1972,33189,216522.1341
alb.satl,1973,28234.1,195199.1683
alb.satl,1974,19716,185900.609
alb.satl,1975,17607,187323.1266
alb.satl,1976,19375,188073.5512
alb.satl,1977,21455,188403.7546
alb.satl,1978,23095,187085.264
alb.satl,1979,22639.982,182456.2386
alb.satl,1980,22946,182590.3638
alb.satl,1981,24040,183533.9983
alb.satl,1982,29672,181431.2239
alb.satl,1983,14918,174835.0794
alb.satl,1984,14599,183043.0894
alb.satl,1985,31097.3,190824.0274
alb.satl,1986,37288,178895.2586
alb.satl,1987,40630,157864.6531
alb.satl,1988,30173,137321.5927
alb.satl,1989,27211.6,132059.7879
alb.satl,1990,28714.023,132545.5099
alb.satl,1991,26015.848,134004.5166
alb.satl,1992,36562.379,137392.1469
alb.satl,1993,32813.064,133524.5245
alb.satl,1994,35299.596,133672.8973
alb.satl,1995,27552.497,130355.1878
alb.satl,1996,28425.808,133681.7069
alb.satl,1997,28021.629,136508.69
alb.satl,1998,30594.865,136382.4707
alb.satl,1999,27656.29,131195.7694
alb.satl,2000,31386.847,129052.9838
alb.satl,2001,38795.804,123677.2143
alb.satl,2002,31745.659,108817.7987
alb.satl,2003,28004.967,103779.8202
alb.satl,2004,22544.7288,105048.7006
alb.satl,2005,18916.469,107624.5976
American plaice - Gulf of Maine / Georges Bank,1980,13597,38007
American plaice - Gulf of Maine / Georges Bank,1981,12901,28908
American plaice - Gulf of Maine / Georges Bank,1982,15156,25115
American plaice - Gulf of Maine / Georges Bank,1983,13178,21149
American plaice - Gulf of Maine / Georges Bank,1984,10142,18636
American plaice - Gulf of Maine / Georges Bank,1985,7070,11301
American plaice - Gulf of Maine / Georges Bank,1986,4506,8215
American plaice - Gulf of Maine / Georges Bank,1987,3849,8440
American plaice - Gulf of Maine / Georges Bank,1988,3490,8533
American plaice - Gulf of Maine / Georges Bank,1989,2421,8010
American plaice - Gulf of Maine / Georges Bank,1990,2497,8216
American plaice - Gulf of Maine / Georges Bank,1991,4287,10924
American plaice - Gulf of Maine / Georges Bank,1992,6419,11725
American plaice - Gulf of Maine / Georges Bank,1993,5720,10242
American plaice - Gulf of Maine / Georges Bank,1994,5007,9934
American plaice - Gulf of Maine / Georges Bank,1995,4619,8261
American plaice - Gulf of Maine / Georges Bank,1996,4365,8556
American plaice - Gulf of Maine / Georges Bank,1997,3955,10082
American plaice - Gulf of Maine / Georges Bank,1998,3651,11152
American plaice - Gulf of Maine / Georges Bank,1999,3231,9631
American plaice - Gulf of Maine / Georges Bank,2000,4339,9992
American plaice - Gulf of Maine / Georges Bank,2001,4451,9602
American plaice - Gulf of Maine / Georges Bank,2002,3498,7499
American plaice - Gulf of Maine / Georges Bank,2003,2487,5947
American plaice - Gulf of Maine / Georges Bank,2004,1713,4876
American plaice - Gulf of Maine / Georges Bank,2005,1343,4798
anf.27.3a46,2005,13728,38.617
anf.27.3a46,2006,13292,40.985
anf.27.3a46,2007,14564,50.392
anf.27.3a46,2008,15878,53.546
anf.27.3a46,2009,15372,38.06
anf.27.3a46,2010,12136,42.279
anf.27.3a46,2011,12902,33.254
anf.27.3a46,2012,11143,36.325
anf.27.3a46,2013,11375,38.395
anf.27.3a46,2014,14406,52.884
anf.27.3a46,2015,15663,67.915
anf.27.3a46,2016,19412,77.946
anf.27.3a46,2017,21719,87.896
anf.27.3a46,2018,21572,77.661
ank.27.78abd,2003,8351,1.03
ank.27.78abd,2004,8213,1.228
ank.27.78abd,2005,7914,1.128
ank.27.78abd,2006,6835,1.514
ank.27.78abd,2007,7021,1.722
ank.27.78abd,2008,8985,2.921
ank.27.78abd,2009,10400,2.187
ank.27.78abd,2010,10062,2.004
ank.27.78abd,2011,10319,1.926
ank.27.78abd,2012,9888,2.01
ank.27.78abd,2013,12760,2.345
ank.27.78abd,2014,12402,2.001
ank.27.78abd,2015,11109,1.801
ank.27.78abd,2016,12660,2.419
ank.27.78abd,2017,13460,2.877
ank.27.78abd,2018,10803,4.437
ank.27.78abd,2019,10764,4.451
Anop_fim_Aleutian,1980,785.484836,NA
Anop_fim_Aleutian,1981,889.3037793,NA
Anop_fim_Aleutian,1982,1276.308915,NA
Anop_fim_Aleutian,1983,1716.341924,NA
Anop_fim_Aleutian,1984,4440.02247,NA
Anop_fim_Aleutian,1985,6312.312904,NA
Anop_fim_Aleutian,1986,11994.45156,NA
Anop_fim_Aleutian,1987,14527.54499,NA
Anop_fim_Aleutian,1988,15839.97847,NA
Anop_fim_Aleutian,1989,14566.09311,NA
Anop_fim_Aleutian,1990,13500.50819,NA
Anop_fim_Aleutian,1991,11667.60417,NA
Anop_fim_Aleutian,1992,10046.66008,NA
Anop_fim_Aleutian,1993,11054.85194,NA
Anop_fim_Aleutian,1994,11091.52423,NA
Anop_fim_Aleutian,1995,9668.50307,NA
Anop_fim_Aleutian,1996,8217.829645,NA
Anop_fim_Aleutian,1997,7568.626672,NA
Anop_fim_Aleutian,1998,7196.572241,NA
Anop_fim_Aleutian,1999,6635.283778,0.29
Anop_fim_Aleutian,2000,7095.767017,0.24
Anop_fim_Aleutian,2001,6194.543689,0.38
Anop_fim_Aleutian,2002,6455.104707,0.48
Anop_fim_Aleutian,2003,7165.294511,0.36
Anop_fim_Aleutian,2004,7810.464898,0.45
Anop_fim_Aleutian,2005,7246.673421,0.46
Anop_fim_Aleutian,2006,6533.226785,0.51
Anop_fim_Aleutian,2007,6269.502548,0.38
Anop_fim_Aleutian,2008,5927.86864,0.3
Anop_fim_Aleutian,2009,5284.95277,0.23
Anop_fim_Aleutian,2010,4922.593149,0.25
Anop_fim_Aleutian,2011,5331.167677,0.23
Anop_fim_Aleutian,2012,5773.913686,0.26
Anop_fim_Aleutian,2013,5936.09203,0.26
Anop_fim_Aleutian,2014,5047.260738,0.25
Anop_fim_Aleutian,2015,4736.165971,0.3
Anop_fim_Aleutian,2016,4390.504557,0.22
Anop_fim_Aleutian,2017,5241.976886,0.15
ara_6.7,2002,255,2.076
ara_6.7,2003,377,1.576
ara_6.7,2004,499,2.1
ara_6.7,2005,306,0.475
ara_6.7,2006,412,0.881
ara_6.7,2007,575,0.73
ara_6.7,2008,828,2.052
ara_6.7,2009,600,1.21
ara_6.7,2010,548,0.788
ara_6.7,2011,734,1.363
ara_6.7,2012,751,1.57
ara_6.7,2013,743,1.743
ara_6.7,2014,591,1.148
ara_6.7,2015,751,1.371
ara_6.7,2016,650,1.407
ara_6.7,2017,588,1.198
ara_6.7,2018,656,1.178
ara_6.7,2019,574,1.36
Arct_jap_JapanSea,1950,8653.266919,NA
Arct_jap_JapanSea,1951,8650.553647,NA
Arct_jap_JapanSea,1952,8653.924854,NA
Arct_jap_JapanSea,1953,8635.350821,NA
Arct_jap_JapanSea,1954,8914.764042,NA
Arct_jap_JapanSea,1955,9329.554051,NA
Arct_jap_JapanSea,1956,10093.98323,NA
Arct_jap_JapanSea,1957,9256.967563,NA
Arct_jap_JapanSea,1958,9450.407247,NA
Arct_jap_JapanSea,1959,13026.01243,NA
Arct_jap_JapanSea,1960,10424.88791,NA
Arct_jap_JapanSea,1961,12918.0786,NA
Arct_jap_JapanSea,1962,14485.21122,NA
Arct_jap_JapanSea,1963,14930.36446,NA
Arct_jap_JapanSea,1964,13716.86757,NA
Arct_jap_JapanSea,1965,18511.61551,NA
Arct_jap_JapanSea,1966,19687.1772,NA
Arct_jap_JapanSea,1967,18806.98688,NA
Arct_jap_JapanSea,1968,21863.404,NA
Arct_jap_JapanSea,1969,18862.78292,NA
Arct_jap_JapanSea,1970,19871.49348,NA
Arct_jap_JapanSea,1971,21894.32351,NA
Arct_jap_JapanSea,1972,18893.08889,NA
Arct_jap_JapanSea,1973,21115.99352,NA
Arct_jap_JapanSea,1974,21694.53263,NA
Arct_jap_JapanSea,1975,20905.8209,0.664726249
Arct_jap_JapanSea,1976,18346.9076,0.634788317
Arct_jap_JapanSea,1977,14283.11612,0.608833147
Arct_jap_JapanSea,1978,13693.99774,0.585830831
Arct_jap_JapanSea,1979,12433.64576,0.555972164
Arct_jap_JapanSea,1980,13304.31335,0.530193848
Arct_jap_JapanSea,1981,12475.9087,0.512598343
Arct_jap_JapanSea,1982,13103.07579,0.492467125
Arct_jap_JapanSea,1983,12201.12657,0.473612119
Arct_jap_JapanSea,1984,10116.57274,0.45583097
Arct_jap_JapanSea,1985,10154.33289,0.440566108
Arct_jap_JapanSea,1986,11984.13288,0.426537806
Arct_jap_JapanSea,1987,11340.90899,0.412997575
Arct_jap_JapanSea,1988,9253.782608,0.399105418
Arct_jap_JapanSea,1989,8783.066479,0.38509698
Arct_jap_JapanSea,1990,6596.736196,0.370698019
Arct_jap_JapanSea,1991,6920.915642,0.362219285
Arct_jap_JapanSea,1992,5821.550174,0.352059269
Arct_jap_JapanSea,1993,5932.308368,0.341940841
Arct_jap_JapanSea,1994,4810.180318,0.333468382
Arct_jap_JapanSea,1995,4404.979794,0.323062357
Arct_jap_JapanSea,1996,5002.377577,0.313680302
Arct_jap_JapanSea,1997,4365.423742,0.316995712
Arct_jap_JapanSea,1998,4532.831964,0.322506468
Arct_jap_JapanSea,1999,4613.47879,0.324490761
Arct_jap_JapanSea,2000,4461.52568,0.331874397
Arct_jap_JapanSea,2001,5132.955491,0.330559089
Arct_jap_JapanSea,2002,5763.92265,0.320506306
Arct_jap_JapanSea,2003,7941.288102,0.314814327
Arct_jap_JapanSea,2004,7584.009285,0.295898115
Arct_jap_JapanSea,2005,7667.510053,0.280700485
Arct_jap_JapanSea,2006,7299.940235,0.257291419
Arct_jap_JapanSea,2007,5346.710265,0.239470941
Arct_jap_JapanSea,2008,7844.59975,0.237134494
Arct_jap_JapanSea,2009,5883.841962,0.217799604
Arct_jap_JapanSea,2010,5548.301429,0.199984555
Arct_jap_JapanSea,2011,5695.90965,0.187523765
Arct_jap_JapanSea,2012,5946.33541,0.177477573
Arct_jap_JapanSea,2013,5799.102783,0.178712315
Arct_jap_JapanSea,2014,4640.449736,0.182319299
Arct_jap_JapanSea,2015,5442.383298,0.187790127
Arct_jap_JapanSea,2016,5291.07062,0.184176381
Arct_jap_JapanSea,2017,4798.056372,0.178456175
Arct_jap_JapanSea,2018,4667.04276,0.171744393
Arct_jap_NEHonshu,1950,2510.286621,NA
Arct_jap_NEHonshu,1951,2510.286621,NA
Arct_jap_NEHonshu,1952,2510.286621,NA
Arct_jap_NEHonshu,1953,2510.286621,NA
Arct_jap_NEHonshu,1954,2481.52177,NA
Arct_jap_NEHonshu,1955,2481.52177,NA
Arct_jap_NEHonshu,1956,2625.954521,NA
Arct_jap_NEHonshu,1957,2172.410238,NA
Arct_jap_NEHonshu,1958,2175.784584,NA
Arct_jap_NEHonshu,1959,3428.549313,NA
Arct_jap_NEHonshu,1960,2386.819048,NA
Arct_jap_NEHonshu,1961,3291.916257,NA
Arct_jap_NEHonshu,1962,3655.404413,NA
Arct_jap_NEHonshu,1963,3993.336144,NA
Arct_jap_NEHonshu,1964,3515.175767,NA
Arct_jap_NEHonshu,1965,4935.993622,NA
Arct_jap_NEHonshu,1966,5473.066563,NA
Arct_jap_NEHonshu,1967,5022.896561,NA
Arct_jap_NEHonshu,1968,5743.179638,NA
Arct_jap_NEHonshu,1969,4787.743992,NA
Arct_jap_NEHonshu,1970,4789.624844,NA
Arct_jap_NEHonshu,1971,4953.861156,NA
Arct_jap_NEHonshu,1972,4602.764007,NA
Arct_jap_NEHonshu,1973,4756.434729,NA
Arct_jap_NEHonshu,1974,5293.434059,NA
Arct_jap_NEHonshu,1975,5231.958032,NA
Arct_jap_NEHonshu,1976,3745.397309,NA
Arct_jap_NEHonshu,1977,2539.689233,NA
Arct_jap_NEHonshu,1978,2228.753568,NA
Arct_jap_NEHonshu,1979,1910.724389,NA
Arct_jap_NEHonshu,1980,2200.097017,NA
Arct_jap_NEHonshu,1981,1982.040947,NA
Arct_jap_NEHonshu,1982,2247.103519,NA
Arct_jap_NEHonshu,1983,2130.634168,NA
Arct_jap_NEHonshu,1984,1650.809836,NA
Arct_jap_NEHonshu,1985,1625.500553,NA
Arct_jap_NEHonshu,1986,2117.379276,NA
Arct_jap_NEHonshu,1987,1597.017011,NA
Arct_jap_NEHonshu,1988,1560.33124,NA
Arct_jap_NEHonshu,1989,1481.38801,NA
Arct_jap_NEHonshu,1990,1260.704972,NA
Arct_jap_NEHonshu,1991,1510.044561,NA
Arct_jap_NEHonshu,1992,1194.949541,NA
Arct_jap_NEHonshu,1993,1184.667636,NA
Arct_jap_NEHonshu,1994,1212.56506,NA
Arct_jap_NEHonshu,1995,1176.080563,NA
Arct_jap_NEHonshu,1996,1347.677422,NA
Arct_jap_NEHonshu,1997,1259.571563,NA
Arct_jap_NEHonshu,1998,1357.945195,NA
Arct_jap_NEHonshu,1999,1333.94233,NA
Arct_jap_NEHonshu,2000,1325.288167,NA
Arct_jap_NEHonshu,2001,1595.258657,NA
Arct_jap_NEHonshu,2002,1666.815315,NA
Arct_jap_NEHonshu,2003,2539.363357,NA
Arct_jap_NEHonshu,2004,2193.347126,NA
Arct_jap_NEHonshu,2005,2370.083121,NA
Arct_jap_NEHonshu,2006,2209.650886,226.7147776
Arct_jap_NEHonshu,2007,1438.248159,211.2826467
Arct_jap_NEHonshu,2008,2461.929576,176.4920416
Arct_jap_NEHonshu,2009,1740.788862,197.2077449
Arct_jap_NEHonshu,2010,1591.82771,199.1951778
Arct_jap_NEHonshu,2011,1663.487104,180.5046951
Arct_jap_NEHonshu,2012,1648.073082,163.6791198
Arct_jap_NEHonshu,2013,1538.870268,136.8361645
Arct_jap_NEHonshu,2014,1192.220181,141.2857429
Arct_jap_NEHonshu,2015,1492.810747,155.1135181
Arct_jap_NEHonshu,2016,1278.140074,154.0369653
Arct_jap_NEHonshu,2017,1251.7883,NA
Arct_jap_NEHonshu,2018,1260.015658,NA
arri_tru_e,1984,1965.46025,137.084581
arri_tru_e,1985,2366.105901,140.1021945
arri_tru_e,1986,2429.974285,144.3869568
arri_tru_e,1987,2889.272963,158.0874625
arri_tru_e,1988,2908.635923,155.539781
arri_tru_e,1989,2203.184965,156.5485884
arri_tru_e,1990,2332.790329,162.1885391
arri_tru_e,1991,2734.712105,164.8839702
arri_tru_e,1992,2554.783835,176.5148658
arri_tru_e,1993,3138.668928,175.6319044
arri_tru_e,1994,2565.492182,195.4896411
arri_tru_e,1995,2757.823934,217.3529991
arri_tru_e,1996,3180.351134,245.7060788
arri_tru_e,1997,2290.66298,266.8598347
arri_tru_e,1998,2112.808366,298.6470412
arri_tru_e,1999,2239.402895,316.1024888
arri_tru_e,2000,2622.941163,267.3160394
arri_tru_e,2001,2664.957537,253.4596376
arri_tru_e,2002,2935.185815,203.2352223
arri_tru_e,2003,2192.598571,178.7563968
arri_tru_e,2004,2917.800051,177.3580655
arri_tru_e,2005,2158.097953,191.9930834
arri_tru_e,2006,2394.286639,218.729006
arri_tru_e,2007,2748.05898,278.1334316
arri_tru_e,2008,2915.291478,413.149424
arri_tru_e,2009,2396.410619,639.5377124
arri_tru_e,2010,2473.734712,564.5581821
arri_tru_e,2011,1772.503756,437.9913504
arri_tru_e,2012,2460.906408,381.4015922
arri_tru_e,2013,2141.498341,488.458865
arri_tru_e,2014,1760.607857,337.5094838
arri_tru_e,2015,1589.815688,245.3359123
arri_tru_e,2016,1814.404412,206.5500108
