"Group","Region","Subregion","Name","SciName","Stock","start.yr","end.yr","start.yr.new","btype","N bt","start.yr.cpue","end.yr.cpue","min.cpue","max.cpue","min.yr.cpue","max.yr.cpue","endbio.low","endbio.hi","q.prior.low","q.prior.hi","MaxCatch","MSY_prior","MeanLast5RawCatch","SDLast5RawCatch","LastCatch","MinSmoothCatch","MaxSmoothCatch","MeanSmoothCatch","gMeanPrior_r","MSY_BSM","lcl.MSY_BSM","ucl.MSY_BSM","r_BSM","lcl.r_BSM","ucl.r_BSM","log.r_var","k_BSM","lcl.k_BSM","ucl.k_BSM","log.k_var","log.kr_cor","log.kr_cov","q_BSM","lcl.q_BSM","ucl.q_BSM","rel_B_BSM","lcl.rel_B_BSM","ucl.rel_B_BSM","rel_start_B_BSM","lcl.rel_start_B_BSM","ucl.rel_start_B_BSM","rel_int_B_BSM","lcl.rel_int_B_BSM","ucl.rel_int_B_BSM","int.yr","rel_F_BSM","r_CMSY","lcl.r_CMSY","ucl.r_CMSY","k_CMSY","lcl.k_CMSY","ucl.k_CMSY","MSY_CMSY","lcl.MSY_CMSY","ucl.MSY_CMSY","rel_B_CMSY","2.5th.rel_B_CMSY","97.5th.rel_B_CMSY","rel_start_B_CMSY","2.5th.rel_start_B_CMSY","97.5th.rel_start_B_CMSY","rel_int_B_CMSY","2.5th.rel_int_B_CMSY","97.5th.rel_int_B_CMSY","rel_F_CMSY","2.5th.rel_F_CMSY","97.5th.rel_F_CMSY","F_msy","lcl.F_msy","ucl.F_msy","curF_msy","lcl.curF_msy","ucl.curF_msy","MSY","lcl.MSY","ucl.MSY","Bmsy","lcl.Bmsy","ucl.Bmsy","last.B","lcl.last.B","ucl.last.B","last.B_Bmsy","lcl.last.B_Bmsy","ucl.last.B_Bmsy","last.F","lcl.last.F","ucl.last.F","last.F_Fmsy","lcl.last.F_Fmsy","ucl.last.F_Fmsy","sel_B","sel_B_Bmsy","sel_F","sel_F_Fmsy","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","F.Fmsy50","F.Fmsy51","F.Fmsy52","F.Fmsy53","F.Fmsy54","F.Fmsy55","F.Fmsy56","F.Fmsy57","F.Fmsy58","F.Fmsy59","F.Fmsy60","F.Fmsy61","F.Fmsy62","F.Fmsy63","F.Fmsy64","F.Fmsy65","F.Fmsy66","F.Fmsy67","F.Fmsy68","F.Fmsy69","F.Fmsy70","F.Fmsy71","F.Fmsy72","F.Fmsy73","F.Fmsy74","F.Fmsy75","F.Fmsy76","F.Fmsy77","F.Fmsy78","F.Fmsy79","F.Fmsy80","F.Fmsy81","F.Fmsy82","F.Fmsy83","F.Fmsy84","F.Fmsy85","F.Fmsy86","F.Fmsy87","F.Fmsy88","F.Fmsy89","F.Fmsy90","F.Fmsy91","F.Fmsy92","F.Fmsy93","F.Fmsy94","F.Fmsy95","F.Fmsy96","F.Fmsy97","F.Fmsy98","F.Fmsy99","F.Fmsy00","F.Fmsy01","F.Fmsy02","F.Fmsy03","F.Fmsy04","F.Fmsy05","F.Fmsy06","F.Fmsy07","F.Fmsy08","F.Fmsy09","F.Fmsy10","F.Fmsy11","F.Fmsy12","F.Fmsy13","F.Fmsy14","F.Fmsy15","F.Fmsy16","F.Fmsy17","F.Fmsy18","F.Fmsy19","F.Fmsy20","F.Fmsy21","F.Fmsy22","F.Fmsy23","F.Fmsy24","F.Fmsy25","F.Fmsy26","F.Fmsy27","F.Fmsy28","F.Fmsy29","F.Fmsy30","B50","B51","B52","B53","B54","B55","B56","B57","B58","B59","B60","B61","B62","B63","B64","B65","B66","B67","B68","B69","B70","B71","B72","B73","B74","B75","B76","B77","B78","B79","B80","B81","B82","B83","B84","B85","B86","B87","B88","B89","B90","B91","B92","B93","B94","B95","B96","B97","B98","B99","B00","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
NA,"Northeast Shelf","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus","Acadian redfish - Gulf of Maine / Georges Bank",1950,1995,NA,"CPUE",46,1950,1995,1.6322,22.2965,1992,1950,0.0288272743795121,0.115309097518048,0.0118717755670554,0.640017249078983,34.307,18.7323,1.0146,0.594140808226467,0.643,0.637631634156664,31.2011248518828,10.7818334875682,0.158113883008419,15.9507428494524,11.4574220903471,21.7670570433973,0.0721159886120468,0.0453775276963601,0.114483167388025,0.0563532897657059,880.81818089785,603.789708432856,1263.4181797905,0.0362231556072087,-0.731339394046816,-0.0330424122580008,0.0660646311627882,0.0501505291683086,0.0869184555836939,0.0347330119410628,0.0259638016512448,0.0496498224714444,0.349960677364904,0.31493201683482,0.389098375656386,0.0331562966076007,0.025862100359685,0.0441413703426311,1992,4.10466538224144,0.0603574563770319,0.0370974054265832,0.0960426879733183,1098.80038255847,749.890435090836,1664.38076018771,16.5132323156254,11.7154341293342,23.92400855615,0.0588813188321313,0.0332304184228013,0.0948848678493981,0.345933475759916,0.311342844989177,0.384173696768731,0.0585440126557805,0.0348555455914261,0.0915401617958851,1.4011753531684,0.47111411162974,4.80826023674386,0.0360579943060234,0.02268876384818,0.0572415836940124,0.00500961098720754,0.00315219642266716,0.00795269043987792,15.9507428494524,11.4574220903471,21.7670570433973,440.409090448925,301.894854216428,631.709089895251,30.6992406158566,21.4523403093505,45.1845495740095,0.0694660238821256,0.0519276033024897,0.0992996449428888,0.0207418574001611,0.0128632508813946,0.0331702819258989,4.10466538224144,1.88415162459632,8.42764821540589,NA,NA,NA,NA,34.307,30.077,21.377,16.791,12.988,13.914,14.388,18.49,16.047,15.521,11.375,14.101,14.134,10.046,8.352,8.056,8.566,10.775,6.775,12.412,16.743,20.011,19.11,17.364,10.485,10.571,10.693,13.216,14.076,14.748,9.897,7.92,6.907,5.33,4.793,4.282,3.053,1.895,1.157,0.672,0.64,2.029,0.967,0.898,0.536,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80837818614296,2.65966721649824,2.29957849444999,1.89934757509411,1.64670895768206,1.61325670215728,1.75395067060796,1.90510105627334,1.96961449496068,1.8814089687809,1.80493095538014,1.80725948255293,1.75871218747393,1.56782431875733,1.35626934164367,1.28151834362932,1.31641584933905,1.37328632288285,1.52168853132836,1.97963213009975,2.69506970361756,3.4546461919565,4.11812243987951,4.39012570591644,4.36668369285312,4.53120548036871,5.46592205893399,7.29526737638358,9.78923711377107,12.3422905058863,14.3813183126879,15.697724474956,16.896439494971,18.313782154369,19.6495323616096,20.2436049910498,18.5111889051284,14.3041687990202,9.87538578993336,7.29182737639927,7.50373953386472,8.77412538357043,8.0462373539036,6.10170638196633,4.70255472020784,4.10466538224144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.499181737353,289.649389367887,273.687638990434,261.990557696997,254.245371718181,250.031764736415,244.869833447267,239.295508616691,231.774220493505,224.696288715039,219.083076264046,214.710928513726,210.337440919342,207.049877987048,205.047666978075,204.932746123613,204.981157369839,204.399790562308,202.456136502858,198.848007894751,191.404510518544,179.343790332949,164.106710885838,148.987560304252,134.71872250116,123.925627296919,114.071468873467,103.770923612399,91.9924788875671,79.4186965397547,67.4219423584882,57.3048950917047,49.5137032107348,43.2787252612089,38.3055315378435,34.3295037458432,31.3659134271979,29.5259600396681,28.7764292009908,28.7135063113456,29.1065417762322,29.2894357575992,29.2323504602955,29.5193192571559,30.2304958919547,30.6992406158566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medium benthopelagics (30 - 89 cm)","CCSBT; ICCAT","North Patagonian Gulfs","Argentine seabass in North Patagonian Gulfs","Acanthistius brasilianus","Acan_bra_NPatagonianGulfs",1950,2018,NA,"CPUE",15,1982,1996,0.337139162443263,0.862283927,1995,1982,0.01,0.2,0.00589730344404064,0.145616222760659,10.81567916,5.55681000345,0.61102021474,0.217781779192525,0.347307431,0.0485065252017795,7.53200205437024,2.10481025140422,0.4,3.64346667880808,2.98257152227207,4.37370192144157,0.24797446024474,0.155700300928633,0.383761211351229,0.0516975151992203,58.6025316135336,42.2817004991291,84.9349008644866,0.0305137122105966,-0.911599358065863,-0.0362064853122614,0.0215634233439276,0.0145601212670272,0.0316148443024485,0.025057415517382,0.0110957572510927,0.225542539719999,0.904333345103961,0.82801047220099,0.967504024654611,0.35509020532466,0.290958481910512,0.43931911359228,1991,23.2821793615702,0.213662286151672,0.140234883655511,0.311383291936861,67.7364892120242,50.8508061235652,92.5346187306108,3.61019672748844,2.86989640582108,4.48544989779098,0.02089051176546,0.011050939962924,0.102623789854157,0.912513253199501,0.838704731682811,0.971595118965042,0.347428466126441,0.277354854432213,0.43399111009957,33.2716855985247,1.41002352651397,139.451589630136,0.12398723012237,0.0778501504643163,0.191880605675615,0.012427198176102,0.00780289427310033,0.0192321282645632,3.64346667880808,2.98257152227207,4.37370192144157,29.3012658067668,21.1408502495645,42.4674504322433,1.52135132813809,0.57866707899096,13.1616271360467,0.050114831034764,0.0221915145021854,0.451085079439998,0.279692958428504,0.0308831421676389,0.791080020670893,23.2821793615702,0.277240336554806,130.496648694412,NA,NA,NA,NA,0.04283100241,0.04283100241,0.08566200481,0.1284930072,0.04291023976,0.129158601,0.2153610046,0.1726393497,0.08878395658,0.08824514257,0.04460591914,0.04466930903,0.08941785541,0.0451764281,0.4001537797,0.1336434353,0.4885098546,0.8445806816,0.8472747517,1.113606063,1.109839076,2.442264018,0.799689508,1.598681727,0.7549251142,0.6284670079,0.7550518939,1.763289407,2.210556005,2.257386138,5.636358611,7.20556704,10.81567916,4.837319277,3.856175371,7.078982154,5.30146386,5.120691759,4.648552342,6.308813058,3.351612457,3.08867122,3.010949997,4.332754778,3.523950319,4.855436834,4.771136641,4.049383881,2.316711231,2.824836914,1.836150254,2.167934318,1.605621249,1.789516886,2.235890414,2.65694538,1.928880916,1.974509211,2.010915563,2.062741076,1.845587894,1.636169287,0.9527927659,1.099490017,0.8278425134,0.8461369607,0.5259852178,0.5078289508,0.347307431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00735600663033697,0.00905832748721915,0.0117464534331149,0.013361050736146,0.0146002490176842,0.0189628245175505,0.0232251258891955,0.0217965116596769,0.0164350298115005,0.0117849186659399,0.00902562247492597,0.00899288431652268,0.0125137044342479,0.0216151223593286,0.0337514381361316,0.0477015056451443,0.0727865037861038,0.105004230506111,0.131748978395742,0.163215821171096,0.205645830237807,0.230818096305125,0.212843219228141,0.180085539221064,0.145403374382999,0.13070253677984,0.165716998510092,0.243689336052246,0.349138738308623,0.536175140847662,0.855251707232591,1.23785040780112,1.45847811327547,1.38367539546015,1.3125912340846,1.40856409072639,1.50017120832977,1.54295715203918,1.62544890293321,1.67520048300919,1.54092102610024,1.38726379880909,1.42995100525166,1.59731290897535,1.79116210385314,2.0069251907244,2.17083458165957,2.14756222316462,2.00485605767512,1.88710356643045,1.76868636499283,1.66312945788359,1.61218223278884,1.68260890809545,1.91672177353964,2.11905216935133,2.24748291318532,2.38373580251136,2.68355110642341,3.13261423125752,3.66436965046171,4.13228166242593,4.59786421598637,5.3896309049758,6.73366908276449,8.80315241154777,11.5534452232838,15.8252719079152,23.2821793615702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8755429047805,54.0145732547807,54.667469966327,55.0493406209529,55.4448677692458,55.7554072312495,56.0370418756991,56.0522350558155,55.9903619293365,56.0034770266336,56.0062355472659,56.2004958037007,56.3430757772333,56.3781419065024,56.3143798917048,56.2739452462536,56.2200245581327,56.2089236643425,55.7631068833901,55.2975493094955,54.8446130063552,54.0559227784157,53.528421803347,53.0753815230679,53.07872788164,53.3194641591767,53.4734142352171,53.4265908284033,52.8858752674234,51.8475280653428,49.848245518314,46.3955096443218,41.5617538546396,37.0406989948931,34.042402547865,32.0414956187059,29.934971004568,27.8864639835631,25.9397471940563,24.0371603530276,22.1005592662933,20.8836710353646,20.1969469235333,19.4755930542404,18.6110856514351,17.4991966195962,16.1689484707395,14.6219118847114,13.4566318503022,12.6739292219061,12.184239227025,11.9100688440678,11.8037689562199,11.7522781114064,11.605358478408,11.2059449015581,10.6374099547338,9.97389064692382,9.28484019084502,8.4696702188335,7.49302042396746,6.44810155767191,5.47237280255303,4.61166549937052,3.85732522005724,3.14494843803562,2.51367461778618,1.95942582245321,1.52135132813809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Other demersal invertebrates","NEAFC; NASCO; ICCAT; ICES","Celtic Seas","Queen scallop in Celtic Seas","Aequipecten opercularis","Aequ_ope_Celtic",1994,2015,NA,"CPUE",22,1994,2015,3.1383,25.7703,1999,2010,0.0786985815885607,0.209862884236162,0.0939499323396248,1.54073702961934,29.18941373,17.057925738,20.94466177,6.77780976744824,16.87484943,5.09022545199271,23.8289064781488,13.1010665168537,0.558157683813454,19.930699613038,15.9075543809905,31.2870893569525,0.625376680749576,0.394631150709324,0.908811183644544,0.0470761034634578,130.373151472146,83.2531062675691,260.815662695077,0.0907628969078805,-0.831762865543907,-0.0543693268466476,0.210677005583959,0.122786782343034,0.308182292738098,0.184292369863496,0.126238471374064,0.244634201797205,0.142431864966019,0.101267123054807,0.177062179583443,0.204138921772166,0.139079862979009,0.264308215619421,2000,2.85770307891128,0.593623898483659,0.447695502665272,0.778840418126787,128.596613390466,92.297936896815,198.857598704268,18.6501045325182,15.5598783142507,27.6007585877488,0.17272189891369,0.119927647165516,0.241131882658797,0.151475905533544,0.119302387570078,0.181295870355992,0.244407002016214,0.186637255497058,0.317210138035697,3.45831598624743,1.587946366365,6.95382936367029,0.312688340374788,0.197315575354662,0.454405591822272,0.230504301105413,0.14545501997236,0.334973933584604,19.930699613038,15.9075543809905,31.2870893569525,65.1865757360729,41.6265531337845,130.407831347539,23.0943172279764,17.7236169347182,43.928942442172,0.368584739726993,0.252476942748129,0.48926840359441,0.666503071630292,0.334783535667063,1.05141970737329,2.85770307891128,1.53503308354681,5.7688565416132,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.935183286,4.093160959,3.576031633,8.275740784,10.30225885,9.909589939,11.63105318,16.39288586,17.69993332,14.01563225,9.6105529,9.205674156,10.36570133,13.1874503,8.751452278,9.585404724,20.2665327,29.18941373,25.51585545,21.04776972,12.09542052,16.87484943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67612375978671,1.4093114333064,1.23812534436127,1.31734684731258,1.57068197348723,1.79833437567746,1.71324319577031,1.56065039936872,1.574374992519,1.47611551946881,1.24857338236786,1.02266337533954,0.824824805306896,0.58597137589974,0.443390458858523,0.474727781283147,0.632621138120061,0.95430345530444,1.36979479284486,1.68385039015903,1.98241765181029,2.85770307891128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,130.373151472146,18.2829660168484,18.9527455708855,21.6933082092703,24.5953870222744,24.455288428716,23.8786885957078,26.2582499044141,31.1433888715499,32.3831870720958,31.1202786187185,30.8271883791757,32.9447858718689,39.5155258899539,57.6583819066183,80.2141133810707,94.6348897409268,101.220166034788,87.4532138060342,62.4930708851541,43.5228315300882,30.4523576561173,23.0943172279764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Alaska Ecosystem Complex","Bering Sea / Aleutian Islands","Alaska skate","Bathyraja parmifera","Alaska skate - Bering Sea / Aleutian Islands",1960,2014,NA,"CPUE",55,1960,2014,0.6409,1.75106,1984,1960,0.5,0.8,0.000649825389697829,0.0346921343523161,29.435,28.1516666666667,21.8984,3.6707175456578,24.758,0.00028383796771308,24.4613539305424,12.6135877988983,0.158113883008419,18.721610906577,13.9130799169109,31.3063470726482,0.15001135192851,0.0606060423110141,0.285576631234777,0.173154841825085,509.165177784336,223.153321379545,1663.62471738083,0.315251652808316,-0.94217518040951,-0.220129205223018,0.00386090315370309,0.00123326397452842,0.00854282080569461,0.642081020456511,0.529763233615264,0.762583137875434,0.854198629980876,0.752428637583342,0.947401550177121,0.334177612471,0.257262806569564,0.416484441993127,1985,0.999319567047218,0.0704024539407296,0.0428873272369227,0.111799964605875,1634.83562076066,1062.01753986817,2477.49200005679,28.5589059510993,19.6520224653626,42.0210783229398,0.64240039736555,0.488625916486785,0.777929961469166,0.847300981477905,0.725485181188717,0.949037827629841,0.377412891471902,0.192807924043892,0.564324724238214,0.672865565390974,0.388571707328179,1.17076474139618,0.0750056759642551,0.030303021155507,0.142788315617389,0.0750056759642551,0.030303021155507,0.142788315617389,18.721610906577,13.9130799169109,31.3063470726482,254.582588892168,111.576660689773,831.812358690415,328.299191782027,134.793367880392,1085.42485283823,1.28416204091302,1.05952646723053,1.52516627575087,0.073608149402324,0.0216815580353722,0.193037110272699,0.999319567047218,0.528385389209493,1.6990862945969,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,1.078,1.054,2.504,10.791,5.055,7.722,6.469,6.293,26.326,28.694,26.084,12.599,17.649,29.435,18.816,16.888,17.056,8.786,7.427,4.067,5.488,4.976,4.068,5.73,2.34,2.697,7.618,15.287,11.018,12.818,13.422,11.394,15.991,17.278,12.606,16.417,17.535,19.514,17.656,20.715,21.373,18.537,16.847,19.484,18.473,15.79,21.664,22.571,24.709,24.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8.72859034817323e-06,0.000128426949405817,0.00108734109083311,0.00521095237486232,0.0149882818891118,0.0310922584224863,0.0650979892487123,0.136065244626969,0.209236184625701,0.233207759560909,0.243034134058476,0.294724591046657,0.478300809857171,0.793268992571548,1.03260534027779,1.04764866969275,0.982043691351499,1.07733529559938,1.26520841974849,1.29910812883944,1.21044210386272,1.06424363526773,0.82671374541034,0.595279061390725,0.452608321705884,0.400373665855256,0.366461946554952,0.329054378011483,0.283572729983717,0.238969553451622,0.281571122861721,0.416344308040777,0.523014750405029,0.539172444547091,0.526918413695511,0.511419242814798,0.525892790016194,0.566157662373889,0.585939416824128,0.582846249826094,0.619239409794986,0.674089542033511,0.719158401862489,0.75781544461328,0.788851622856559,0.80306912184558,0.768297909579271,0.743413536117407,0.739121759558339,0.725335289015988,0.738829662806767,0.809582763311137,0.885560307579862,0.951132392497072,0.999319567047218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.165177784336,509.165177784336,509.165177784336,509.165177784336,509.165177784336,509.165177784336,509.165177784336,509.165177784336,509.165177784336,509.165177784336,439.658485872835,441.307781767853,443.888668699003,439.675412180878,436.333888726768,433.355312984952,424.903896388811,417.273769802275,411.282514171005,398.294895356659,386.087925328164,378.202702154844,366.528539401659,348.716628395918,324.65757660299,299.548268648828,274.684348904121,256.596500957093,237.947313940256,218.068432941578,201.151181131178,187.363397562391,178.409863117974,172.337624022093,170.613541888818,171.819645636358,179.392882774871,188.771468334563,202.030732807789,217.468225032999,237.589484030414,264.226212013642,287.642412209413,308.661794182184,325.476858173786,339.22835000723,349.056018658592,353.939477601805,352.751604394612,352.762368392608,350.599134690545,347.677984108246,346.711357975405,341.476605583279,339.555133168495,333.791688893169,333.846761409248,331.244173555863,335.935311454417,336.901617022569,339.462196674393,341.754924256142,340.788051024544,336.021545539188,328.299191782027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"South Atlantic",NA,"Albacore tuna","Thunnus alalunga","alb.satl",1956,2005,NA,"CPUE",50,1956,2005,1.037798202,3.304933774,2003,1960,0.04,0.4,0.00728422694802614,0.121187450879747,40.63,28.28636685,28.00152556,7.79182067424921,18.916469,0.450273146563846,35.31222004181,23.9569334097167,0.514975727583349,27.5044618197898,24.7965290795439,30.5811619061348,0.428580283175723,0.296997670457456,0.613119879348466,0.0325596858889219,257.276357235872,184.186229979374,362.795388568421,0.0287871244285319,-0.955034511324224,-0.0292387169713596,0.0126836477649397,0.00912479082911763,0.0177465814792379,0.291636447103207,0.217415311148867,0.377984834426457,0.903029684744978,0.854131810721103,0.942821518889182,0.330641074323805,0.276455175378736,0.394900289388609,2002,1.32734324294527,0.418703770409582,0.303631150570328,0.577073223460267,262.572409836714,200.191434071447,347.993308162634,27.4816546282475,24.4265572820284,31.3030490204282,0.195231061242829,0.097564978340753,0.352795391866389,0.903061526037099,0.854945712608275,0.94571151319355,0.287514097361094,0.229877222103138,0.37955657212858,2.59123386702746,0.992560212219351,10.9362231293407,0.214290141587862,0.148498835228728,0.306559939674233,0.214290141587862,0.148498835228728,0.306559939674233,27.5044618197898,24.7965290795439,30.5811619061348,128.638178617936,92.093114989687,181.39769428421,75.500210911894,47.7193265326251,112.922664853451,0.583272894206414,0.434830622297734,0.755969668852915,0.283013014619694,0.17208622303846,0.481676777770736,1.32734324294527,0.871043871830132,2.23930922027795,NA,NA,NA,NA,0,0,0,0,0,0,0.021,0.725,1.047,4.715,10.475,10.765,18.971,17.385,25.999,29.845,27.296,15.883,25.688,28.493,23.653,24.885,33.189,28.2341,19.716,17.607,19.375,21.455,23.095,22.639982,22.946,24.04,29.672,14.918,14.599,31.0973,37.288,40.63,30.173,27.2116,28.714023,26.015848,36.562379,32.813064,35.299596,27.552497,28.425808,28.021629,30.594865,27.65629,31.386847,38.795804,31.745659,28.004967,22.5447288,18.916469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.00914694171948271,0.0200890875025257,0.0482867813020364,0.101983729735207,0.170133631975121,0.242118002418618,0.318611612570297,0.400355673365714,0.492375930409393,0.557455780346829,0.552248278853699,0.530409422174314,0.567530162609791,0.62422425905957,0.666246184985534,0.732645407257543,0.808071921602356,0.79785632848016,0.697387831920886,0.62155596265786,0.615678298847758,0.650675168624054,0.686685752181951,0.710032980536628,0.734065917062748,0.769914535148152,0.743178708412858,0.657041098379917,0.680245810004906,0.886059799787169,1.12542493484195,1.25857644912265,1.22373139690554,1.15214682527222,1.12708588799131,1.168955466311,1.25807875382254,1.32467720160743,1.32366001815249,1.27020407221709,1.22937932679313,1.24443600490604,1.28347967612711,1.34624388317691,1.49153936788562,1.66988102184652,1.67137376330112,1.59364829472349,1.47092658772888,1.32734324294527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.276357235872,257.276357235872,257.276357235872,257.276357235872,257.276357235872,257.276357235872,232.157975017144,241.629823507494,247.350273143638,249.553363006538,249.215326526301,244.841881334809,239.985120834916,233.346374631955,226.341806643302,217.140781129007,208.1883934299,202.878952777356,199.119208860277,193.53040516458,186.0985469116,178.140884510805,169.735680164502,160.598544166183,154.617261849792,153.558591158776,155.266436031063,156.395543511557,156.335678051019,155.106074610013,153.775895111035,152.188930680713,149.973461522403,149.46830404497,151.887885866569,152.82246992297,147.60807812447,136.414828291338,125.215898666692,119.125444711305,116.98906803935,116.554469267096,115.911926272113,113.242814197023,110.024808759428,107.408271312098,106.052576820566,105.777786247618,105.074560672395,103.27240856517,100.069756058897,93.9774205004821,85.753604560225,80.0705700481539,76.5089145378807,75.500210911894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
